created-at,username,text,extr-places,extr-latlon
2017-07-24 17:36:11,abhiru80,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:35:55,BJP4Gujarat,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 17:35:50,BJP4Gujarat,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:35:34,socialmedia4bjp,RT vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banaska…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:35:16,abhishek6048,"Heavy rains to continue over Ahmedabad, Rajkot, Idar, Deesa; no relief from flood https://t.co/9YqLdRgcvf",Ahmedabad| Rajkot| Idar| Deesa,"[23.022505, 72.5713621][22.3038945, 70.80215989999999][23.8395124, 73.0006449][24.2585031, 72.1906721]"
2017-07-24 17:35:04,BJP4Gujarat,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:34:55,maulikbpathak,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:34:22,SanjaykBJP,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:34:08,acsconcepts,"Finance: Blue Apron just got a flood of bullish ratings from Wall Street, and its shares… https://t.co/FBTb9WYsnr https://t.co/DkVEFfvb7m",Finance| Wall Street,"[37.385842, -121.925967][40.7061927, -74.0091604]"
2017-07-24 17:33:20,iSharmaSwati,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:33:11,iSharmaSwati,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:32:35,Idhwanit,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 17:32:23,faisalmushtaque,RT @htTweets: Gujarat: 17 trains cancelled from 24 July to 28 July due to flood in Rajkot's Maliya Miyana region | ANI https://t.co/uu0Y2Bt…,RT| Rajkot| Maliya Miyana,"[22.3038945, 70.80215989999999][23.1034031, 70.7553175]"
2017-07-24 17:32:18,neelkanth_007,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 17:32:07,ivishalthacker,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 17:31:37,sinezero,RT @ndmaindia: #Floods:Don't eat food that has come into contact with flood water. #Assam #Manipur #Tripura https://t.co/SpUgFnITPZ,RT,
2017-07-24 17:30:06,thulasirch,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,NA
2017-07-24 17:30:01,ndmaindia,#Floods:Don't eat food that has come into contact with flood water. #Assam #Manipur #Tripura https://t.co/SpUgFnITPZ,,[]
2017-07-24 17:29:46,chhatrpal8,RT @sardesairajdeep: Our ground report this evening is from the worst affected district of flood hit Assam. Situation really grim #AssamFlo…,RT| Assam| Situation,"[26.2006043, 92.9375739][40.7445992, -73.9865382]"
2017-07-24 17:29:44,das_prashant777,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:29:35,SushilGsl,RT @PathanAsmakhan: Once when @narendramodi Ji was CM there was similar flood in Gujarat. He returned from Australia and went (cont) https:…,RT| Gujarat| Australia,"[22.258652, 71.1923805][-25.274398, 133.775136]"
2017-07-24 17:29:20,GautamShahFC,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:29:04,MihirY1994,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:29:01,satyaprakashty1,"RT @nanditathhakur: Food packets being prepared by devotees of Santram Mandir, Nadiad for flood affected people of Banaskantha district. ht…",#,
2017-07-24 17:28:26,ndmaindia,"#RajasthanFloods:03 Districts (Jalore, Sirohi and Pali) are flood affected due to incessant rains.",Jalore| Sirohi| Pali,"[25.1256823, 72.1416132][24.8851548, 72.8574558][]"
2017-07-24 17:28:06,lalitleo36,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:27:58,LalabhaiKansara,GUJARAT GOVERNMENT AND NDRF ARE MAKE LIFE EASIER FOR FLOOD EFFECTED PEOPLE .... THANKS FOR THEM...,GUJARAT| THANKS FOR,"[22.258652, 71.1923805][39.4133001, -77.42353229999999]"
2017-07-24 17:26:29,Bharatk93747743,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:25:38,SRC_Odisha,"River water levels at different stations  at 9 PM

#Disaster #DisasterManagement #Flood  #Relief #Rain... https://t.co/omgG4Yf8a2",River| Rain,"[53.4660798, -2.3490843][30.26653379999999, -97.74567859999999]"
2017-07-24 17:25:07,Mr__sanjayPatel,RT @CollectorBK: Flood gates opened of Dantiwada dam. All nearby villages has been alerted.,RT| Dantiwada,"[24.32383, 72.3308073]"
2017-07-24 17:25:03,viralj1988,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,NA
2017-07-24 17:25:03,scaredcrow15,RT @vijayrupanibjp: Indebted to @IAF_MCC for their timely help &amp; rescue operations during hours of flood in various parts of the state. Tha…,#,"[16.3792902, 80.53139279999999]"
2017-07-24 17:24:11,Kavoori_Georgia,"RT @drharshvardhan: Our 5 Tiger zones are: 
Shivalik-Gangetic Plains, 
Central Indian and Eastern Ghats, 
Western Ghats, 
NE Hills and 
Brh…",RT| Central Indian| Eastern Ghats| Western Ghats| NE Hills,"[22.285637, 114.153882][18.5, 83][10.166667, 77.066667][40.203772, -100.659194]"
2017-07-24 17:24:02,Shahrukh_kayam,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 17:23:51,Just__Lanier,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:23:40,Shahrukh_kayam,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 17:23:15,mitchaudhari4,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:23:11,BhargavBjym,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:23:08,chandu532,RT @vijayrupanibjp: Indebted to @IAF_MCC for their timely help &amp; rescue operations during hours of flood in various parts of the state. Tha…,#,
2017-07-24 17:22:19,buntypandya,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:22:17,satrajit99,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:22:16,jignesh_thaker,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:22:01,unadkat_vrajesh,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:21:46,BishwasRavindra,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,"[][24.8851548, 72.8574558]"
2017-07-24 17:21:25,Aamir_Capri,"@ndtv Wishing Safety of everyone in Gujarat...!! Hope situation will be in control soon...!!
#Gujarat_Flood😟",#,
2017-07-24 17:21:24,hindudilse,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:21:24,brijdoshi,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:21:21,ChetanKachiwala,@vijayrupanibjp Sir pls make Gujarat flood rescue operations fast as per ur track record of fast response,Gujarat,"[22.258652, 71.1923805]"
2017-07-24 17:21:12,AkhaiP,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:20:30,chiragshah2040,"RT @CollectorAnd: Dear all, let us help flood affected people in BK. Collector office Anand is accepting dry food packets. Chip in. Locatio…",#,
2017-07-24 17:19:05,NazlinShaikh,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][]"
2017-07-24 17:18:24,iabhipandya,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:18:16,iabhipandya,"RT @nanditathhakur: Food packets being prepared by devotees of Santram Mandir, Nadiad for flood affected people of Banaskantha district. ht…",#,
2017-07-24 17:18:02,rkjha111,Prof T N Canon/Manchester varsity had referred this point too along w/permanent measures to combat flood in a seminar in Patna long back./2,Prof| Patna,"[41.5584125, -8.4062874][25.5940947, 85.1375645]"
2017-07-24 17:17:35,bharatvanshi,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:17:07,BhattHarshdip,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:17:00,Chetank79665132,RT @CMOGuj: Guj CM announces the postponement of Narmada Mahotsav &amp; Ahmedabad Heritage Mahotsav owing to heavy rains &amp; flood-like situation…,RT| Narmada Mahotsav| Ahmedabad Heritage Mahotsav,"[21.7157705, 73.0199087][23.0214604, 72.5857322]"
2017-07-24 17:16:43,aniltiwari7273,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:16:29,sunilta122,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 17:16:04,DalwadiPradip,RT @PathanAsmakhan: Once when @narendramodi Ji was CM there was similar flood in Gujarat. He returned from Australia and went (cont) https:…,RT| Gujarat| Australia,"[22.258652, 71.1923805][-25.274398, 133.775136]"
2017-07-24 17:15:57,kapilmotka,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:15:52,25rubybaruah,"RT @airnewsalerts: Inter Ministerial Central team to visit #Assam from tomorrow to July 28th to assess recent #flood situation, erosion aff…",RT,
2017-07-24 17:15:44,narhari_amin,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:15:24,IamRiddhiSingh,"RT @pradipsinhbjp: CM @vijayrupanibjp ji is taking every step to help the people, From last 24 hours he is working tirelessly to review the…",RT,
2017-07-24 17:14:55,rkjha111,Vivekanand observes that human will suffer fm calamities @large scale in the forms of flood epidemic disease tremor war etc for their sins/2,Vivekanand,[]
2017-07-24 17:14:55,Chetank79665132,"RT @pradipsinhbjp: CM @vijayrupanibjp ji is taking every step to help the people, From last 24 hours he is working tirelessly to review the…",RT,
2017-07-24 17:14:51,nanditathhakur,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:14:49,DalwadiPradip,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:14:47,Chetank79665132,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:14:33,aa181bcbb57f41c,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 17:14:23,Nasirghoghari2,"RT @pradipsinhbjp: CM @vijayrupanibjp ji is taking every step to help the people, From last 24 hours he is working tirelessly to review the…",RT,
2017-07-24 17:14:19,sikandarbjp,"RT @airnewsalerts: Inter Ministerial Central team to visit #Assam from tomorrow to July 28th to assess recent #flood situation, erosion aff…",RT,
2017-07-24 17:14:19,PravinA77918290,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:14:02,NeemaVerma,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 17:13:53,Dasharth123,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][]"
2017-07-24 17:13:45,NeemaVerma,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 17:13:29,samkhan31633125,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:13:21,ISupportRupani,RT vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banaska…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:12:58,airnewsalerts,"Inter Ministerial Central team to visit #Assam from tomorrow to July 28th to assess recent #flood situation, erosion affected areas of State",Inter Ministerial Central,"[28.6127636, 77.205629]"
2017-07-24 17:12:54,Tanim0104,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 17:12:48,kanchandwivedi3,RT @airnewsalerts: #Gujarat: Army deployed in Banaskantha following heavy rain and #flood.,RT| Army,"[40.2787639, -96.7472875]"
2017-07-24 17:12:38,Ashutos35915988,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:11:49,GujaratCM4u,RT vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banaska…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:11:35,CMforGujarat,RT vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banaska…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:11:18,CMO_Gujarat,RT vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banaska…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][]"
2017-07-24 17:11:18,dhruman39,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:11:18,rkjha111,Flood inundating8states to  suffer its people much in various ways.Advance preparation to control all sorts of calamities must be done./1,Flood,"[37.2923509, -78.73277999999999]"
2017-07-24 17:11:01,neha_mecwan,"RT @nanditathhakur: Food packets being prepared by devotees of Santram Mandir, Nadiad for flood affected people of Banaskantha district. ht…",#,
2017-07-24 17:10:46,priya26520,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:10:42,neha_mecwan,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:10:28,Vikas_patel9925,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:10:22,Jsonu5,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][]"
2017-07-24 17:10:22,ModernDayGreats,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:10:06,CMOGuj,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,NA
2017-07-24 17:10:03,ilaxmangadhavi,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:09:46,hardipkhera,RT @iPankajShukla: Rescue operation by #NDRF team in flood affected area. https://t.co/zyrqoXWtMZ,RT| NDRF,"[16.3792902, 80.53139279999999]"
2017-07-24 17:09:39,GadhviBjp,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:09:38,_lokeshsharma,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 17:09:26,IdrisAhmadS,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 17:09:14,PrayPate_l99,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:08:53,NayakDeep,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:08:24,mithleshverma12,RT @PathanAsmakhan: Once when @narendramodi Ji was CM there was similar flood in Gujarat. He returned from Australia and went (cont) https:…,RT| Gujarat| Australia,"[22.258652, 71.1923805][-25.274398, 133.775136]"
2017-07-24 17:08:17,VgklyaN,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:08:07,GirishRSingh,"RT @nanditathhakur: Food packets being prepared by devotees of Santram Mandir, Nadiad for flood affected people of Banaskantha district. ht…",#,
2017-07-24 17:07:33,pranjal792,RT @Aum_ashok: Shankarbhai Chaudhary review flood situation of Banaskantha.! https://t.co/H5LNNGn7Fh,RT| Shankarbhai| Banaskantha,"[19.0413497, 72.85887249999999][24.3454739, 71.7622481]"
2017-07-24 17:07:18,AhmedabadAMC,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:07:01,avi060991,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:06:49,igautamshah,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:06:35,ddimehsana,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:06:27,Shahchirayus,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:06:23,autoworldmag,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:06:16,KalpeshRathavi,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:06:05,gursimranmand,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 17:06:01,pradipkhimani,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,NA
2017-07-24 17:05:42,manavnautiya,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,"[25.1256823, 72.1416132]"
2017-07-24 17:05:41,manishsabalpara,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:05:27,LadyLisaDepp1,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:05:21,VimalTailor25,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 17:05:18,KGondalia,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[][40.2787639, -96.7472875]"
2017-07-24 17:04:57,KalpeshRathavi,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 17:04:49,SahilSh59870599,"RT @htTweets: #flood fury in Rajasthan, schools closed, IAF choppers fail to rescue stranded people
https://t.co/dBWBF2fLRM https://t.co/P2…",RT| Rajasthan| IAF,"[27.0238036, 74.21793260000001][41.873458, -87.6288916]"
2017-07-24 17:04:49,jayrao991,Heavy flood in North Gujarat ..hope resuce team save all lifes,Heavy| North Gujarat,"[13.6950966, 100.6477906][22.258652, 71.1923805]"
2017-07-24 17:04:46,oza_nisarg,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
