place,lat,lon
MihirkJha,25.6160406,85.1150936
Comparative,42.3789292,-71.1152629
AnimeshPaul,22.4931682,88.3772107
PartyVolunteers,30.4400582,-84.2846629
Raiganj,25.6185295,88.1255837
Tharur,13.0273003,77.6025717
Chanpatia,26.9445192,84.5379455
DailyNayadiganta,23.7214134,90.4204493
Birtamod,26.6293058,87.9824758
DeadChildren,34.7315239,-86.5651509
SunandaPushkar,28.657733,77.139843
Youth,44.960655,-93.2940543
AAjtakETV,19.1171778,72.8562531
Sarkar,40.7557512,46.374452
Schoolboy,42.9602962,-85.0765425
Lalu,39.7750668,-105.0441446
UKA,39.3209801,-111.0937311
Could,33.7280808,-117.2080332
Butwal,27.6873608,83.4323375
BSE,26.9189705,75.7957474
CMRF,53.325103,-6.3214248
Odia,-22.760341,-43.44964
HariabariHighSchool,25.0774081,89.7935568
Pindaruch,26.2491887,85.8587899
Village,41.9943283,-73.8766394
Island,64.963051,-19.020835
Muhith,1.139224,104.115741
Courtyards,39.0028495,-76.9420941
Victim,40.6855161,-73.9756273
Paswan,26.7806862,83.3701349
NATIONWIDE,39.9695058,-83.0032828
REPUBLIC,42.335054,-83.0549449
ChennaiRains,13.067062,80.274739
Thread,40.711246,-74.0061689
Itahari,26.6646381,87.271781
Ric,41.842207,-71.461204
Get,29.877748,-95.557718
Cooch,26.3271021,89.4385939
FloodBangladesh,22.1585236,92.0169982
Asam,26.2006043,92.9375739
Cause,34.2544468,-119.2183065
XploreBD,30.437564,-97.690373
NepalGovt,27.696909,85.3228298
Jain,42.005048,-88.1992582
TariqueAnwar,23.8116305,86.5769604
PMOIndiaShri,28.9650782,73.1880618
TMCGovt,19.1818214,72.9735235
TacklingFlood,36.4969358,-78.4147703
Non,46.1485159,8.7235477
DISRUPT,51.5118587,-0.223652
Pack,46.9785393,14.9852652
Gargi,24.2958306,85.7538469
SandipGhose,22.5688377,88.3444299
Shibir,23.7373981,90.4116333
NortheastIndiaKaziranga,26.577531,93.171122
Mithila,26.9508937,85.9508923
ECCA,42.0964596,-80.1442941
SashastraSeemaBal,28.5666224,77.1835484
Maharajganj,27.1177463,83.5070203
Dand,29.8853701,76.6210539
HealthCamp,31.5248248,-97.1319021
Hearty,40.7654488,-73.9841571
HTVBangla,22.584653,88.3620866
TIL,38.2399255,45.4792609
CMOfficeUP,26.8556139,80.9276754
Europe,54.5259614,15.2551187
Adityanath,19.871871,75.345214
Rizvi,27.8605793,-82.7867891
Mirhiria,13.7122103,9.1594532
Campeirganj,27.0294908,83.2741986
GKP,26.7595215,83.3817547
Coochbehar,26.3356861,89.445851
University,30.2307338,-97.7555514
Coo,50.39343,5.86944
SBI,43.696449,-79.7491345
ReliefMaterial,45.754046,126.6358579
Courtesy,39.762516,-121.842755
NarkatiyaGanj,27.1059249,84.4645184
Kamalpur,24.1968764,91.8330525
Khanjapur,22.6305206,87.77573
Join,39.5156749,-119.7784069
CMYogi,22.3619458,73.1682655
RahulSubramanic,10.9972161,76.9590079
United,41.9784192,-87.9065569
Update,30.704524,76.71865
Jai,39.297884,-76.600368
Sauraha,27.584849,84.5038658
Koshi,32.8859878,130.789707
Havoc,36.2420316,-115.1919238
PlanNepal,27.1175862,85.3587892
KISHANGANJ,26.0917422,87.9383822
LOVE,33.985839,-97.2221421
Howrah,22.5957689,88.2636394
JoypurPS,23.0530404,87.4398469
GouRakshak,19.200419,72.859456
Omg,40.7189031,-74.0021229
DivyaBhaskar,24.0282855,73.0472696
ACF,38.7553955,-77.5452063
AdarshCredit,30.7374832,76.7326623
MukeshModi,25.1608815,73.8420815
Sri,38.9915193,-85.9924882
WholeBihar,25.6107826,85.1299142
JustIn,33.0848442,-97.2961286
Multipurpose,33.6421563,-117.8444356
Mukesh,20.9842071,75.5946194
BeldaurKhagaria,25.5965858,86.7856208
Baisi,25.8672676,87.7443457
UttarPradeshNews,26.8713,80.90001
DRY,51.9132708,-0.208642
Freetown,8.4656765,-13.2317225
BajpayeeManoj,26.2257697,78.1615203
RiverGanga,27.4036401,83.0319706
Budaun,28.0337088,79.1205419
Request,42.8460742,-73.7586799
RealLive,41.987379,-73.618709
SRI,38.9915193,-85.9924882
HajjHouse,11.1507361,75.9476059
Jahangir,30.3901759,75.8199843
Charaiya,24.777231,82.0161903
Gonda,27.0374187,81.9534815
Bagaha,27.1221959,84.0722375
TamkuhiRaj,26.6463925,84.3236989
TOILucknow,26.87424,80.92949
Data,26.7545639,-80.082405
NationalHighway,32.7504411,-97.3315286
Landslide,37.2456703,-92.9959318
Dam,39.5380318,-121.4832601
Lakhs,30.00441,120.583421
MumbaiDelhi,18.9690247,72.8205292
Amguri,26.8101683,94.5237707
Kanki,35.8419309,-78.6103083
ResqueOperation,37.6934685,-97.3010388
Woman,30.3862007,-91.0377702
DibakarDas,20.6960474,86.7039031
Birbhum,23.8401675,87.6186379
NitishKumarHiSir,25.31872,83.0183809
Sahbajpur,26.3336318,87.2636982
Salempur,26.293939,83.9241376
PMOIndiaMy,25.2898983,83.00141
Telta,41.573663,-84.0052235
Sudhani,25.7269344,87.8827125
CheapChinese,47.7408635,-122.3493747
Grave,51.7589248,5.7383579
NorthIndia,20.593684,78.96288
Thnx,36.3245966,139.8237285
ScrapDealerDelhi,28.625449,77.120134
Spirit,29.985138,-90.2566468
Samakhusi,27.7272671,85.317499
Speed,19.2104059,72.8736991
Akram,42.82253,-83.2787067
UN_News_Centre,22.3167996,114.1921918
UNICEF,40.7504019,-73.9699166
HariOm,42.0400981,-87.8587346
CWRC,40.7667557,-73.9813922
IRI,35.9482858,126.9575991
Corrective,30.307685,-97.923961
Ncell,28.9672449,80.1793291
Continue,39.968582,116.323424
Diwali,24.9039051,76.5517132
DurgaPuja,40.4239891,-74.5692345
Eid,61.9206441,6.0118765
Reason,38.913843,-77.0455958
BengaluruFlood,13.015088,77.5709461
Mother,29.949065,-90.0670881
Taiphiod,38.0594037,-113.7021795
Ayodhya,26.7879633,82.1985518
CNBC_Awaaz,19.0006974,72.8275591
TRIPURAINFOWAY,23.8335201,91.2912345
LatestNews,28.63862,77.0643518
Views,33.0649138,-117.267122
IndiraCanteens,13.0802928,77.5389407
Newshub,-36.8664787,174.7594613
TrainServices,19.156439,72.937373
Gaibandha,25.3296928,89.5429652
Koliabor,26.534442,93.092296
Bang,41.9047443,-87.6684604
TimesNowCentralGovt,18.9908292,72.8237028
Eastern,27.993401,-80.6302151
Forbesganj,26.2992736,87.2666121
GopalganjDM,26.429884,84.445889
Spatial,39.9185002,-105.1112545
PujyaAsaramBapu,23.5683848,70.6528592
Opportunity,46.1071477,-112.8280934
Ensure,37.9943599,-87.3938679
Hunger,43.029308,-87.985437
Keep,41.1006613,-85.1632251
Cheap,27.9411966,-82.4831648
Chhatisgarh,21.2786567,81.8661442
RUET,24.3635683,88.6283773
KhaledaZia,24.3700429,88.6339511
Tangail,24.244968,89.9113052
Praise,35.2833293,-80.9760556
KATHARINE,-14.4521139,132.2715145
ALAN,45.7625639,11.0051732
JESS,34.9139795,137.1760917
BreakingNews,43.4816341,-110.7610773
Boston,42.3600825,-71.0588801
UmaBharti,19.373482,72.886993
Rhinos,38.8943294,-104.7212898
Pobitora,26.2318383,92.0541859
BimanBasu,22.5678836,88.3606068
LF,40.7396609,-73.9915019
BrandWestBengal,22.7682369,88.3677568
ArariaBihar,26.1108142,87.3016132
Power,42.7528492,-112.7684521
WestDhemaji,27.608731,94.7691586
Boat,19.3399205,78.3216329
BengalFlood,26.5434773,88.720523
ITAHAR,25.452527,88.173752
BDO,34.0700789,-118.2921504
LAKH,26.9369951,79.6221368
BrandAmbassador,-37.771363,144.915195
RanjeetKumarDass,23.3320779,86.365208
Australia,-25.274398,133.775136
LinkedIn,40.7482929,-73.9855625
Sitamadhi,26.5952476,85.4808393
EmergencyResponse,52.649259,-6.647157
Deduct,45.9577412,-117.969628
SocialMedia,19.3989944,-99.16482
Sharad,19.9649699,78.3358612
FLASH,53.198914,-1.967596
CDN,45.4720145,-73.7952872
JDULeaders,-22.8019913,-43.202147
Saraswati,48.6426169,-122.7805499
FlashFlood,42.3183719,-85.1865842
Haor,31.9304954,76.2261852
KurshiKumar,26.9221918,80.9673468
Malda,25.1785773,88.2461183
NationalConvocation,39.7818554,-86.1569786
Bhatshala,23.8924887,91.1692286
Narmade,21.5993652,73.0290011
Banashkantha,24.3454739,71.7622481
Northeastern,42.3398067,-71.0891717
Parivartan,43.6003764,-79.6260413
BillGates,47.6054784,-122.3332301
GodBless,39.702953,141.148226
Bikas,34.869798,-82.4316863
DBL,40.7628374,-73.9934829
ATDC,33.7775255,-84.3895077
Vicious,40.7213247,-73.9942801
ExtraMoney,28.6381451,77.0736249
OrlandoJB_Bloom,28.5311713,-81.3837614
Child,32.8197843,-96.8671578
SupportCare,54.594106,-5.927977
BiharUP,26.2881732,80.8350109
Mr.,21.00789,-10.940835
No,60.472024,8.468946
YadavChamp,17.3495629,78.5127339
NewDelhi,28.6139391,77.2090212
Hasanpur,28.7237807,78.2846303
Barauli,26.4058832,84.5903367
Satan,48.1876567,20.3914051
ThousandSevenHundred,38.9136255,-77.0450649
Real,35.5661,-75.469212
MadrasaEducation,26.8548106,80.9509471
UmaSriBharti,22.0761931,82.1556826
CWC,43.029753,-108.426307
FloodControlCommission,40.5983397,-74.4733754
BrahmaputraBoard,26.1117128,91.7895125
JioCare,23.1848749,77.4170649
RAIN,40.429218,-111.886754
Maniram,26.8491511,83.3388608
GorakhpurDist,26.7346743,83.336188
Kanti,26.2066691,85.2877663
MuzaffarpurDistt,26.066674,85.520024
ECLIPSE,49.8979432,-97.0595817
Uttar,26.8467088,80.9461592
Aaranyak,26.1276008,91.790618
VIDEO,37.8296761,-122.2478274
JDU,52.4933192,-1.8927133
Assamflood,26.1326798,91.8069753
Ask,33.4267135,-117.6115669
Pac,30.5752145,-97.8287911
Chanchol,20.4312485,86.3465478
MaldaRly,25.0329183,88.1256878
PAC,30.5752145,-97.8287911
Ashu,51.248116,-0.725394
Think,43.954803,-92.4619233
GST,33.8806511,-118.0579497
Benipatti,26.4465698,85.9074526
TINY,29.6525256,-81.842563
Teenager,41.359581,2.1298533
SouthAsia,25.03764,76.4563087
Almighty,42.3420559,-71.069389
Glimpse,36.0054424,-115.1104703
PatnaJunction,25.6033028,85.137137
Oxyen,40.7245217,-73.9971564
GaroHills,25.5,90.3333333
GodhamPathmedaFlood,24.7322673,71.8435696
AshromparaThakurgaonBangladesh,26.0310131,88.4603728
VLEs,51.9067821,4.4685018
AshutoshJindalS,22.5566986,88.3551554
GSTRT,51.4988021,-0.1183497
NDA,42.2085023,-70.8837956
Bihari,25.0960742,85.3131194
PublicHealthFoundation,38.9035017,-77.0300044
Bkash,23.7758288,90.3903875
APFNepal,27.7179627,85.2834078
RescueTeam,49.1065309,15.9744372
Mahato,39.6211116,-82.9404519
NITISHJI,24.5794505,73.7243798
BAITHE,21.8973464,83.3669481
Director,30.834777,-83.955534
Principal,40.8694876,-74.4490522
BlossomSr,32.77893,-79.9273556
FloodInUP,29.8055453,-95.4524662
HumanRights,33.763939,-84.3930617
North_east,43.2994285,-74.2179326
Meagre,55.6450244,-2.3311619
Malkangiri,18.1640803,81.9534815
DearGod,33.0932947,-84.1603535
KhudaiKhidmatgars,34.0721127,71.6106219
Center,31.9521108,34.906551
GangadharThati,22.570966,88.3596
Hudhud,39.4486047,-77.4049919
Deesa,24.2585031,72.1906721
RemarkableWork,51.5100846,-0.1253404
DifferentPart,21.1732683,72.7927148
GetReal,35.8204823,-80.2508393
Hello,63.8354932,-20.3918915
DeccanHerald,28.6327778,77.2197222
NepalPM,27.6852107,85.3184318
BiharsMotihari,26.6469624,84.9088938
Indran,23.1291058,73.316338
Surun,18.5793057,73.813628
Mithilanchal,25.5749422,85.6684738
JDUGovt,50.898813,14.7905264
Bounce,42.1407124,-72.575579
SocialWorkSociety,26.1481389,85.3934511
Shapath,28.6883452,77.1326969
AssuresAssistance,40.316116,-75.9493279
Rehabilitation,32.7767669,-117.1566058
Hmare,60.7952291,11.0679462
NDAGovt,28.5770281,77.234905
Badri,25.5514961,81.8292673
Uma,44.3137959,-69.774607
NBCC,36.046863,-79.83524
CPWD,30.3233783,78.0450135
FloodLocal,36.0550968,-115.0496974
BiharBhawan,28.600328,77.197058
Solution,34.157794,-118.492989
True,39.1581417,-91.9166818
Green,33.470142,-112.0654579
Ppls,46.4164361,6.2721175
Himachal,31.1048294,77.1733901
GSTN,28.5504144,77.1218946
Atalji,12.8858506,77.6254741
EnjoyChinaMade,45.161184,-93.389952
COMMUNISTS,53.8820197,25.2811758
COMMUNISMIS,50.0811531,14.4039847
Various,37.2930818,-121.9342555
Jagiroad,26.1308404,92.2138289
ARMY,40.7924171,-74.1966221
Malkanagiri,18.1640803,81.9534815
ETF,29.7965147,-95.3528605
Global,40.7593022,-73.8291328
SOLUTION,34.157794,-118.492989
LittleLaureatesNorthBengal,22.5930822,88.4021088
Hospitals,42.3631763,-71.0688305
IFRC,40.7526842,-73.9759022
NHIDCL,28.6199003,77.2107511
NationalHighways,32.7504411,-97.3315286
Participate,35.949836,-79.014571
Daer,55.3536068,-3.6169919
Laharighat,26.41874,92.3425035
Advamce,35.9412419,-80.4096909
Morang,26.6799002,87.460397
FloodEffect,37.1317878,-113.5150386
HardikPatel,22.9993256,72.6372027
TruthIsBitter99,25.8069032,-80.1937099
Kya,32.9291926,-97.260847
Ajmal,29.29416,47.921905
SouthSalmara,25.667708,89.871747
Crowd,41.5212434,-88.1979905
ShivShaktiWahanPvtLtd,26.1847872,85.8874675
Westbengal,22.9867569,87.8549755
Victims,32.8859328,-96.7693282
Infosys,33.0707423,-96.8298332
Indira,42.0114668,-87.8305774
VishalSikka,28.6390693,77.0867741
Bharti,19.0268302,72.8593712
CentralWaterCommission,28.5669617,77.1795952
AIUDF,24.9685912,92.5703984
KCC,42.1948505,-121.6992523
MDC,25.8334389,-80.208834
Buddhist,38.5641244,-121.4978717
Hey,47.6101832,-122.3375082
Sirajgonj,24.3141115,89.5699615
Dhankauli,27.59,83.03
WTF,33.426494,-111.9236934
Atleast,25.642713,-80.336346
Assames,28.5420846,77.1862701
RavishKumar,12.8501438,77.2114364
Tune,55.596278,12.1831969
Muddy,37.7650476,-88.5167173
DBG,29.3835458,-94.9293117
Aiadmk,11.9321237,78.333662
MGR,34.107467,-117.676193
MamtaBanerjee,22.66127,88.3919144
RehabIndiaFoundation,28.550612,77.2964117
Goddess,41.8812867,-87.6258947
AamAadmiParty,30.9493653,75.8856413
_AchheDin,22.292208,73.210671
AISA,32.3492041,-86.2877872
FloodDisaster,38.3979175,-81.5699455
ASAP,34.7664361,-92.3887403
Swine,40.734247,-74.006431
Rohan,48.069075,-2.752136
Deehghat,26.8514649,83.2947459
Jhangaha,26.6456443,83.5043545
HINDI,36.2641284,74.5258213
NationalCrisis,34.0395288,-118.2617083
Safe,38.5725301,-121.4681328
LWFNepal,27.7359397,85.3357539
foodAid,3.078041,101.720173
GCOMTI,26.8211241,81.7234962
GOMTI,26.8211241,81.7234962
WestBengalUttar,25.9810393,88.050979
Itahar,25.452527,88.173752
Humanity,27.8930686,-82.6987899
MamataBanerjee,22.66127,88.3919144
ReliefDistribution,43.3927897,5.0325678
Cheif,47.3582498,-95.8619589
SP,40.463667,-3.74922
Bogra,24.8435589,89.3701078
RanaYashwant1,19.1914828,72.8505101
INTERNATIONAL,-33.8042427,25.6329427
PrayForWestBengal,22.4755483,88.3091113
Areraj,26.5528394,84.6662199
Manglapur,27.4258766,83.6534621
BJP4Bihar,25.607525,85.129456
IndianOil,9.5582669,76.572069
Amount,42.9372395,0.942808
IndiaDouble,11.9278883,76.9480212
IYC,26.1002312,-80.1135525
BlockDevelopment,22.295946,88.1814033
Hat,42.3739105,-71.121115
Dedication,35.1614205,-92.43903
HungryKid,38.9034383,-77.0350372
WestBengalJaiHind,22.5331219,88.3530722
Asa,40.6923604,-73.9860266
Dispur,26.1433459,91.7897953
RiskManagement,30.4598092,-91.1886761
Khagendra,22.6186992,88.3739305
Azam,43.724877,1.674609
Diprang,26.1829661,92.0836809
MorigaonDist,26.2599654,92.2630393
Madhes,27.6936498,85.3277214
Singhadabar,27.6980136,85.3238935
Fiverr,32.0733562,34.7835192
DisasterRisk,14.7513424,121.0539347
NorthBengalFlood,26.791926,88.449234
CPIM,48.880309,-72.2002186
ReliefMaterials,22.848099,108.3073278
Doklam,35.3037582,71.5464306
Kindly,3.1457493,101.6957411
RIP,24.7889674,68.7967261
Railways,30.3134362,78.0335611
Harishchandrapur,25.4068073,87.8669374
Hospital,39.7774472,-86.1801283
Salim,41.6630249,-88.0073455
Curruption,24.8851688,72.8513161
Saharsa,25.8834961,86.6006249
WBGovt,22.5228248,88.3372329
Bansi,27.1751518,82.93146
Siddharthnagar,27.2715633,82.820974
WashingtonPost,38.9029744,-77.0303124
JavedLaskar,26.1994139,78.1642569
Bharatgas,31.30342,75.530829
BiharFighting,28.643098,77.362265
Vadodara,22.3071588,73.1812187
JohnAbraham,18.4904558,-71.423156
Narrow,41.457438,-71.449809
Siwan,26.2196205,84.3566593
KirtiAzadMP,23.270427,77.3374297
GorakhpurHospital,27.0718078,82.9912149
BJPState,8.489235,76.955243
Whr,43.0688718,-88.2189576
KARTN,17.2893318,74.1800111
KrishnagiriReservoir,12.4915969,78.1735438
AskHow,1.3989704,103.7491009
Brahampur,19.3149618,84.7940911
DarbhangaBihar,26.111868,85.896004
iPankajShukla,35.3550396,-119.1128318
ViralVideo,39.2919689,-94.479882
Require,36.8337983,-76.1544383
ShashiTharoor,8.4953581,76.9494812
Feel,34.0631563,-118.3038041
umakantsingh_IN,25.6181026,85.0937868
NarendraModiModi,28.620072,77.484214
Focus,27.7714706,-82.6399111
Gajol,25.2157547,88.19556
RJD,34.4124291,-119.6946103
NortheastIndiaNo,38.6174553,-86.357952
ADS,36.8278027,-76.0677414
SKILLS,35.774014,139.327807
IllishUtsav,25.2244893,85.2350232
PareshPal,23.6089017,87.1162115
Shameless,51.775156,0.92033
Mr.CM,43.63194,-79.659242
JapanProvidesEmergencyAssistanceTo,37.606802,-77.528397
FloodVideo,43.0955268,-77.6220957
VforBD,37.6540069,-99.8124935
Sano,36.3143491,139.578341
HonourableMla,44.7322052,-63.6576861
Shivhar,26.5145872,85.2942313
Climate,47.0429152,-122.9033937
Sochna,48.987793,22.1520368
SIOBihar,25.6002196,85.120011
Jhamta,26.2213183,87.4542046
Metan,-25.4942245,-64.9721298
Purn,51.3069719,-2.9592683
Tragedy,38.6394496,-120.1469725
NortheastIndiaAssam,26.2006043,92.9375739
Small,42.4022473,-83.0527366
Ambala,30.3781788,76.7766974
NewShort,35.8612555,-85.9419585
Kolka,57.7424439,22.5881839
Malini,51.5537196,-0.2526101
HumanityNepal,27.6844661,85.307827
Situational,3.6158447,98.703502
Airtel,5.5654492,-0.1933109
KuchBhi,30.2004312,74.9518875
Clearly,43.6495865,-79.3915944
TollMounts,10.7443982,78.8339731
Ground,35.9541077,-86.8027328
ItaharBlock,25.4510181,88.1725075
StateGovt,41.1651472,-104.8448235
Results,38.9040538,-77.0340663
Kab,47.3565391,21.2726765
ReliefAppeal,51.5004534,-0.1132155
HighGround,44.5647255,-90.6668669
PLZHelp,40.6669103,-73.8998849
Deeply,38.254214,140.341501
HelpVictims,38.905461,-77.045209
Ward,48.2147451,-101.5805256
RadioAnnapurna,28.2260979,83.9897639
Sip,41.9544834,-87.6643662
Uspe,48.0309594,-1.7636626
ANINewsUP,3.157978,101.6950278
AMOUR,25.9556948,87.7295746
Lavish,29.543173,-95.139063
NewYorkTimes,40.7560865,-73.9901118
XHNewsChina,30.1094597,118.2238177
DERAILMENT,46.6853472,-68.0140661
CAUSE,34.2544468,-119.2183065
Gand,51.0543422,3.7174243
SSB,37.7233963,-122.4807128
Bairgania,26.7360933,85.2774207
Mushachak,26.2301292,85.3658328
ResearchCentre,45.4186345,-75.70251
Tarpaulin,41.9680668,-87.7214782
Raina,48.6901541,10.9208893
Devastation,39.9794064,-75.0215004
YAN,10.762158,106.7080486
Teej,22.5524638,88.3508716
CharityRun,40.5640317,-74.6014949
ANNZA,29.7334593,-95.4772546
Everybody,34.1003949,-118.2351644
Nilphamari,25.8482798,88.9414134
COUNCILLORS,49.2608024,-123.113944
JoinGoonj,28.5351152,77.2980023
StationXlinux,28.629669,77.076377
Begal,33.0491336,72.6520739
CONGRESSCULTURE,38.8426631,-77.000777
IsraAID,6.2886865,-10.7764801
Kapilvastu,27.6541877,82.9931607
CNN,33.7578836,-84.3947831
Akha,28.289965,79.3500759
MADHESH,27.6936498,85.3277214
BCCI,37.80159,-122.401454
TeamIndia,18.9298073,72.8343312
Political,40.7633558,-73.9626833
Sapahi,26.8152336,85.9355648
OxfamIndia,28.623465,77.2313515
NorthernStates,45.4510995,-98.4844923
FloodTourism,42.3682565,-71.0554464
ANIWah,44.2027818,-89.7175946
Lunch,37.5655114,-77.4731299
EastUP,26.8467088,80.9461592
Anyone,34.1117942,-118.1750641
NorthEastIndia,25.5736012,93.2472565
ECR,30.271986,-97.746849
SushilModiAll,26.94895,75.77301
APDJ,26.5237318,89.5341347
MMRDA,19.0693083,72.8668994
ThaneCity,19.205079,72.955454
ABBajapayee,16.2355847,80.0476723
DBDT,32.792293,-96.794305
PLZShare,23.1265224,113.2827789
pplR,37.7887802,-122.4070931
PHEDBihar,25.6068361,85.1146859
Grim,43.9885012,-84.2278796
LalSalam,28.5456446,77.1767051
BRAHMAPUTRA,26.4746671,92.5347513
Spot,27.828609,-82.6941105
House,-28.1156163,148.7295452
G3S,28.7346891,77.1137553
Dagarua,25.8035956,87.6433139
Billions,43.5428781,-96.7728596
SAVEUS,-33.7308524,151.0057369
WESTBENGAL,22.9867569,87.8549755
DonateForHumanity-,33.8758214,-118.1453659
Fade,39.608424,-105.036586
Hashtag,47.6503977,-122.3423505
Dhanbad,23.7956531,86.4303859
NBCNews,42.3486982,-71.0782134
Democratic,38.88408,-77.0085675
DNC,38.88408,-77.0085675
Bank,42.5799226,-71.7753126
STUDENTSOFIIT,19.1334302,72.9132679
DHANBAD,23.7956531,86.4303859
IITISM_initiative,54.00681,-6.3893
Contact,40.507689,-111.8992325
Qatar,25.354826,51.183884
MSG,40.7505045,-73.9934387
UttarDinajpur,25.9810393,88.050979
Bangla24,23.797427,90.353544
ChinaRedCrossSociety,39.9431668,116.4244171
SouthAsiaFloodDisasters,30.5414838,114.3608379
RobertWasson,43.18313,-77.508025
Zombie,-15.3765857,35.3356518
Coutinho,38.7054289,-9.3017224
WILL,41.5054724,-88.0900762
BESTTO,28.5342828,77.2101911
FLOODVICTIMS,39.4091651,-85.0094584
Pity,50.179693,12.9258726
Jaitley,30.8372015,76.939415
DOLE,47.09534,5.49081
Saint,29.9745766,-90.1954313
Humble,29.9988312,-95.2621553
Buddha,26.1744468,-80.1312729
PrimeMinisterModi,26.875852,75.756388
HYP,42.2958735,-71.2956369
ManaharaRiver,27.7205978,85.4375454
Hound,35.2726546,-95.4992562
Beric,29.695877,-95.32218
Thoros,-23.5963711,-46.6477186
IITISM_initiativeBe,55.9813601,-3.224443
IIT,41.8348731,-87.6270059
HelpBihar,25.6107293,85.1301727
PrakashJavdekar,28.6431637,77.2011133
Bring,56.483333,16.4166669
PMOIndiaDo,25.2898983,83.00141
Noble,35.1392357,-97.394753
IITISM_DHANBAD,23.8142003,86.4411217
BrahmaputraFlood,26.4746671,92.5347513
PMOIndiaHelp,17.8039715,83.3508363
MVenkaiahNaidu,15.2148983,79.9034042
FLOODControl,29.8055453,-95.4524662
TheKey,35.39126,-97.516272
IITdhanbad,23.8142003,86.4411217
IITISM,23.8142003,86.4411217
Made,43.480483,-110.762786
WARD,48.2147451,-101.5805256
WITH,44.5671643,-123.2835749
BLESSINGSOF,39.7650144,-94.8040509
UNDER,51.6296388,-3.0076113
NewsNationTV,28.5405286,77.3325869
UNDPNepal,27.6803762,85.3164896
FEMA,38.3979175,-81.5699455
Mr.PM,41.9957028,-87.689449
Try,35.669134,139.761823
Glad,42.355726,-71.061595
HydrologicalDataFromChina,42.27455,-83.74529
Sirsa,29.5335931,75.0177029
Panchkula,30.6942091,76.860565
Customer,33.7513931,-84.3913883
Bihhh,53.4586583,9.9695893
Arabian,25.1870289,55.2571638
ShahSatnaam,29.4677496,75.0685015
Doordarshan,28.6238434,77.2327134
Cattle,41.1577139,-104.8375155
Patanjali,25.2482495,55.3047779
Chai,39.3549801,-76.6869562
FraudMedia,27.0504515,-82.158736
SantShri,28.6410079,77.1935393
AsaramBapuJiAshram,29.9930952,78.2015258
Jkhand,22.996253,72.5840688
SachinPilot,28.4756997,77.0395536
Sentinel,35.1578315,-99.1753573
RamRahim,19.1618242,72.936538
TropicalStormAllison,36.2153034,-90.3342946
Southeast,35.7455857,-78.603834
Mao,33.988074,-118.472297
Farmers,40.6014555,-79.7597709
Answer,38.656469,-90.307561
NirmalaBharatgas,19.1266497,78.9786583
BARSOI,25.6511814,87.9236743
AsaramBapujiAshram,29.9930952,78.2015258
Texas,31.9685988,-99.9018131
HurricaneHarvey,39.225013,-90.9220472
RupeshK40676650,42.0532391,-88.1411079
RameshwarNaga14,23.0571541,72.6224492
Sorry,27.0079901,-81.0412592
DigitalIndia,30.8903845,75.8671934
Hyderabad,17.385044,78.486671
Ransom,38.6361254,-99.9337342
Imams,42.3074133,-83.24506
Masjid,1.2940589,103.8509279
BetterCope,19.218205,72.978027
Digital,42.5550888,-71.9256311
Economy,40.6508973,-80.1763467
Assamese,26.9243157,93.6905336
Bengali,42.3892351,-71.0974632
Songs,4.8580767,6.9209135
DakshinDinajpurFlood,25.281857,88.9381326
CIVIL,41.3705328,-71.8195974
France,46.227638,2.213749
Bangladeshi,23.684994,90.356331
SatyanarayanDe,32.828177,-97.2131292
Ballia,25.7584381,84.1487319
Harvey,29.9035387,-90.0772944
KatiharBalrampur,25.3303046,87.7455764
Barsoi,25.6511814,87.9236743
Tomoto,35.843687,-89.7411915
Middle,45.1963495,-93.2520123
PANCHESHWAR,29.4204877,80.2655846
BARMER,25.7531537,71.4180622
FEATURE,36.1261578,-115.1891475
Rule,33.1845446,-99.8937059
PIL,53.1509671,16.7382266
SWINE,40.734247,-74.006431
UPCM,44.5716024,11.3683927
Opp,31.2826685,-86.2555067
GoodVibes,40.131161,-88.2584
ABCLive,55.8656033,-4.2641816
UTTRAKHAND,30.066753,79.0192997
DILEPBHAI,23.0741309,72.6441087
LIK,36.061148,-115.236526
SAM,15.870032,100.992541
Nikhilk239,39.8014435,-75.4799807
HyperbaricOxygen,33.6516936,-117.7158529
Wowwo,40.0802526,32.9650285
MailOnline,40.7218757,-74.0017159
Nepal_Telecom,26.5949362,87.1482894
PGVS,45.565945,-1.0668892
Pharma,30.291843,-97.727169
Nalini_om,19.069951,72.8341234
TimesNowMuslims,23.0267995,72.569984
Durga,21.1904494,81.2849169
DSS,41.7679459,-72.6879186
Direct,30.0046639,-90.223742
Solidarity,40.4887579,-86.1637731
Misery,49.848352,2.886829
Alhamdulillah,22.2852951,114.190998
AssamGovt,28.6307263,77.2141111
Rs200note,11.0037445,76.95697
Huqooq,31.4962378,74.335835
Summit,41.0918991,-81.5596427
Distress,51.0464802,-114.0845661
AsaramBapu,31.6765584,74.7509209
BiharFloodBihar,25.5832852,85.0975657
Catastrophic,29.7403125,-95.3787651
Rape,38.90341,-77.0292053
UttarPradeshFloods,25.281857,88.9381326
Feku,22.5837898,88.3577516
TimFargo,46.8432454,-96.8857494
Dos,32.2261753,-110.8259301
AshramVadodara,22.311467,73.171186
SushilModiSure,28.5410484,77.2839743
FlashFloods,42.3183719,-85.1865842
GuwahatiAre,26.1710803,91.7595433
CityIs,52.0515032,113.4711906
